temperature_K,MagpieData mean MeltingT,MagpieData mean NUnfilled,MagpieData avg_dev CovalentRadius,MagpieData mean GSvolume_pa,MagpieData mean Number,dopant_concentration,MagpieData mean NpUnfilled,MagpieData mean MendeleevNumber,dopant_host_radius_mismatch,dopant_host_charge_mismatch,target_value
323.0,895.0545333333333,1.6666666666666667,3.0975999999999986,28.54875555553333,50.093333333333334,0.04,1.3333333333333333,81.65333333333332,0.42,1.0,10.0
300.0,889.3128999999999,1.97,2.5350000000000037,29.290942528719,50.790000000000006,0.04,1.72,82.36,0.2599999999999999,1.0,12.0
300.0,888.9705000000001,2.0,2.8187500000000205,29.131419270817503,49.82500000000001,0.05,1.75,82.4625,0.2299999999999997,0.0,6.500000000000001
500.0,894.8642,2.0,2.544999999999998,29.3099499999835,50.41,0.01,1.75,82.49499999999999,0.2299999999999997,0.0,13.000000000000002
600.0,887.7941499999998,1.9775,2.932149999999999,29.0647302083175,49.3075,0.03,1.7275,82.3225,0.04,1.0,17.21
325.0,916.072098765432,2.148148148148148,2.299039780521265,28.756382857937034,49.333333333333336,0.2,1.6790123456790125,81.45679012345678,0.0699999999999999,1.0,7.0
425.0,899.0983249999999,1.99625,2.528124999999997,29.27451666665,50.41375,0.015,1.73875,82.41,0.16,1.0,11.38
475.0,916.072098765432,2.148148148148148,2.299039780521265,28.756382857937034,49.333333333333336,0.2,1.6790123456790125,81.45679012345678,0.0699999999999999,1.0,8.000000000000002
300.0,900.6218000000001,2.0149999999999997,2.6424999999999876,29.22584166665,50.215,0.06,1.765,82.41,0.03,1.0,11.9
523.0,908.97275,2.0625,2.8621874999999948,29.16829166665,50.1375,0.05,1.7125,81.975,0.155,1.0,11.999999999999998
300.0,902.72165,2.045,3.053012499999997,29.36020416665,50.41,0.03,1.7275,81.9525,0.14,0.0,12.499999999999998
450.0,915.9484375,2.046875,2.5,29.035885416649997,50.078125,1.0,1.703125,81.9375,0.0399999999999999,0.0,19.08
300.0,884.31345,1.99,2.777499999999998,29.08814166665125,49.475,0.04,1.75,82.4925,0.43,1.0,10.0
498.0,900.5473999999999,1.98,2.5350000000000037,29.14926666665,50.28,0.04,1.72,82.28999999999999,0.42,1.0,13.500000000000002
500.0,894.8642,2.0,2.544999999999998,29.3099499999835,50.41,0.01,1.75,82.49499999999999,0.2299999999999997,0.0,13.000000000000002
300.0,894.952,1.985,2.54250000000001,29.26616666665,50.395,0.02,1.735,82.42,0.02,1.0,15.67
