MagpieData mean MendeleevNumber,frac p valence electrons,MagpieData mean NpValence,temperature_K,frac s valence electrons,MagpieData maximum MeltingT,MagpieData mean NpUnfilled,MagpieData range MeltingT,MagpieData avg_dev NUnfilled,MagpieData avg_dev NpValence,dopant_host_charge_mismatch,dopant_host_radius_mismatch,target_value
82.22388059701494,0.1906400550584996,2.756218905472637,300.0,0.1211286992429456,1234.93,1.7512437810945276,864.0600000000001,0.4975124378109453,1.371253186802307,0.0,0.1300000000000001,239.99999999999997
82.514385789342,0.1896563621308307,2.750562922191644,300.0,0.1208252829147115,1234.93,1.7633224918689017,729.8500000000001,0.5118412239251995,1.3726907640074562,1.0,0.07,179.0
82.27499999999999,0.1871324801106883,2.705,573.0,0.1210653753026634,1234.93,1.705,640.71,0.53615,1.43365,1.0,0.19,263.99999999999994
81.975,0.1888598781549173,2.7125,323.0,0.1218450826805918,1941.0,1.7125,1218.34,0.59375,1.4240625,1.0,0.155,260.0
82.87231384307846,0.1925351895348638,2.806096951524238,300.0,0.12133317331596,1234.93,1.804097951024488,512.2700000000001,0.5156254955980283,1.2999759490569558,0.0,0.0,250.0
82.2716049382716,0.1917808219178082,2.765432098765432,325.0,0.1232876712328767,1519.0,1.7530864197530864,796.34,0.5883249504648682,1.3656454808718184,1.0,0.0699999999999999,179.99999999999997
82.49499999999999,0.1896551724137931,2.75,563.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,278.0
82.41499999999999,0.1889974452806739,2.73725,300.0,0.1205378719878478,1234.93,1.73725,512.2700000000001,0.5041777500000001,1.391891625,2.0,0.39,101.02
81.65333333333332,0.1860465116279069,2.6666666666666665,323.0,0.1162790697674418,1357.77,1.3333333333333333,635.11,0.4444444444444444,1.7777777777777777,1.0,0.42,239.99999999999997
83.82203202722184,0.199897098982863,2.9518812421263165,551.0,0.1229174637098015,1234.93,1.9388547605750872,512.2700000000001,0.5440630177462694,1.1161970134886927,1.0,0.03,131.0
82.48750000000001,0.1895154336954647,2.7475,300.0,0.120710467321952,1234.93,1.7525,729.8500000000001,0.50375,1.3774875,1.0,0.07,179.99999999999997
68.425,0.2014652014652014,2.75,300.0,0.1282051282051282,1234.93,1.75,864.0600000000001,0.5,1.375,0.0,0.1300000000000001,100.0
82.87231384307846,0.1925351895348638,2.806096951524238,100.0,0.12133317331596,1234.93,1.804097951024488,512.2700000000001,0.5156254955980283,1.2999759490569558,0.0,0.0,100.0
