dopant_host_charge_mismatch,dopant_concentration,temperature_K,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData maximum MendeleevNumber,MagpieData maximum Electronegativity,MagpieData mean SpaceGroupNumber,frac_Sb,frac s valence electrons,dopant_host_radius_mismatch,target_value
0.0,0.02,300.0,0.5450000000000002,29.380854166649996,90.0,2.1,173.89,0.245,0.121191135734072,0.2719999999999999,38.3
0.0,0.03,300.0,0.5674999999999999,29.394197916649997,90.0,2.1,173.95999999999998,0.2425,0.121443442054129,0.2719999999999999,60.6
0.0,0.05,300.0,0.6125,29.42088541665,90.0,2.1,174.1,0.2375,0.1219512195121951,0.2719999999999999,61.4
0.0,0.01,300.0,0.5224999999999999,29.36751041665,90.0,2.1,173.82,0.2475,0.1209398756046993,0.2719999999999999,193.64833462432225
0.0,0.02,300.0,0.5450000000000002,29.380854166649996,90.0,2.1,173.89,0.245,0.121191135734072,0.2719999999999999,38.306837770542046
0.0,0.03,300.0,0.5674999999999999,29.394197916649997,90.0,2.1,173.95999999999998,0.2425,0.121443442054129,0.2719999999999999,60.62443164595334
0.0,0.05,300.0,0.6125,29.42088541665,90.0,2.1,174.1,0.2375,0.1219512195121951,0.2719999999999999,61.3986615091791
1.0,0.05,300.0,0.51875,24.889375,89.0,2.55,105.4875,0.2375,0.1193520886615515,0.43,105.0
1.0,0.045,300.0,0.5228193356737779,24.94372670807453,89.0,2.55,104.8335403726708,0.2372670807453415,0.1188669701568032,0.43,150.0
0.0,0.03,523.0,0.5099843906443369,29.211820448861097,90.0,2.1,174.16708229426433,0.2418952618453865,0.1211389128559102,0.1149999999999999,264.0
0.0,0.01,323.0,0.5024968750194339,29.31571072317531,90.0,2.1,173.85286783042395,0.2468827930174563,0.1208469616112928,0.1149999999999999,120.0
0.0,0.01,623.0,0.5024968750194339,29.31571072317531,90.0,2.1,173.85286783042395,0.2468827930174563,0.1208469616112928,0.1149999999999999,200.0
0.0,0.03,323.0,0.5099843906443369,29.211820448861097,90.0,2.1,174.16708229426433,0.2418952618453865,0.1211389128559102,0.1149999999999999,150.0
0.0,0.03,623.0,0.5099843906443369,29.211820448861097,90.0,2.1,174.16708229426433,0.2418952618453865,0.1211389128559102,0.1149999999999999,250.0
0.0,0.03,300.0,0.5,29.364591666649996,90.0,2.1,172.595,0.2425,0.1198219787743923,0.2699999999999999,110.0
0.0,0.05,300.0,0.5,29.371541666649996,90.0,2.1,171.825,0.2375,0.1192504258943781,0.2699999999999999,202.0
0.0,0.07,300.0,0.5,29.37849166665,90.0,2.1,171.055,0.2325,0.1186842997626314,0.2699999999999999,126.0
