temperature_K,MagpieData minimum NUnfilled,MagpieData avg_dev GSvolume_pa,frac d valence electrons,MagpieData mean SpaceGroupNumber,MagpieData mean MendeleevNumber,MagpieData mean MeltingT,frac p valence electrons,MagpieData avg_dev Electronegativity,MagpieData range CovalentRadius,dopant_host_charge_mismatch,dopant_host_radius_mismatch,target_value
300.0,1.0,6.50963613409531,0.6892334194659776,173.76558603491273,82.34413965087282,895.9922194513715,0.1896640826873384,0.0608708901064046,66.0,0.0,0.2499999999999999,0.48
500.0,1.0,6.50963613409531,0.6892334194659776,173.76558603491273,82.34413965087282,895.9922194513715,0.1896640826873384,0.0608708901064046,66.0,0.0,0.2499999999999999,1.0
300.0,1.0,6.523765399460575,0.688742867024036,173.90523690773065,81.99501246882792,896.826234413965,0.1893480892270448,0.0676932357385837,66.0,0.0,0.2499999999999999,0.42
500.0,1.0,6.523765399460575,0.688742867024036,173.90523690773065,81.99501246882792,896.826234413965,0.1893480892270448,0.0676932357385837,66.0,0.0,0.2499999999999999,0.95
475.0,1.0,6.50963613409531,0.6892334194659776,173.76558603491273,82.34413965087282,895.9922194513715,0.1896640826873384,0.0608708901064046,66.0,0.0,0.2499999999999999,1.0
573.0,1.0,6.518755208324999,0.6895300621976502,173.82,82.32,896.73055,0.1895300621976502,0.0610256249999999,69.0,0.0,0.2719999999999999,1.5
573.0,1.0,6.518755208324999,0.6895300621976502,173.82,82.32,896.73055,0.1895300621976502,0.0610256249999999,69.0,0.0,0.2719999999999999,1.5
723.0,1.0,4.280112649974927,0.6786376664980611,104.8335403726708,81.98012422360249,776.8142484472049,0.1859720114651829,0.2779993673083599,28.0,1.0,0.43,1.23
300.0,1.0,4.2796875000000005,0.6820119352088662,105.4875,81.95,777.8878749999999,0.1867007672634271,0.2779124999999999,26.0,1.0,0.43,0.2
300.0,1.0,4.280112649974927,0.6786376664980611,104.8335403726708,81.98012422360249,776.8142484472049,0.1859720114651829,0.2779993673083599,28.0,1.0,0.43,0.25
623.0,1.0,6.701384070986,0.689905090595341,174.16708229426433,82.29426433915212,902.3623940149624,0.1889559965487489,0.0597985087157418,13.0,0.0,0.1149999999999999,1.8
623.0,1.0,6.701384070986,0.689905090595341,174.16708229426433,82.29426433915212,902.3623940149624,0.1889559965487489,0.0597985087157418,13.0,0.0,0.1149999999999999,1.8
623.0,1.0,6.701384070986,0.689905090595341,174.16708229426433,82.29426433915212,902.3623940149624,0.1889559965487489,0.0597985087157418,13.0,0.0,0.1149999999999999,1.8
570.0,1.0,6.520770833325001,0.6814310051107325,171.825,82.5125,891.5152499999999,0.1873935264054514,0.057928125,10.0,0.0,0.2699999999999999,1.04
570.0,1.0,6.512083333324999,0.6896551724137931,173.75,82.5,896.0074999999999,0.1896551724137931,0.0575,7.0,0.0,0.2699999999999999,0.9
570.0,1.0,6.517295833325001,0.6846970215679562,172.595,82.5075,893.31215,0.1882916809311879,0.057759125,10.0,0.0,0.2699999999999999,0.6
570.0,1.0,6.520770833325001,0.6814310051107325,171.825,82.5125,891.5152499999999,0.1873935264054514,0.057928125,10.0,0.0,0.2699999999999999,1.04
570.0,1.0,6.524245833324999,0.6781959986436079,171.055,82.5175,889.7183499999999,0.1865038996269921,0.0580941249999999,10.0,0.0,0.2699999999999999,0.75
570.0,1.0,6.529458333325,0.6734006734006734,169.9,82.525,887.0229999999999,0.1851851851851852,0.0583375,10.0,0.0,0.2699999999999999,0.5
650.0,1.0,6.444809616915463,0.6887667468223977,173.65174129353233,82.38059701492539,892.9956716417911,0.1903126073514256,0.0610875968416623,28.0,0.0,0.1300000000000001,1.5
